Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
170106-024337,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334185,,4927556,Pago telefónico,,,,'2021-04-28 13:20:00','2017-01-06 12:10:37','2017-01-06 12:10:37',Resuelto,,
170106-024338,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334186,,5640318,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 12:10:37','2017-01-06 12:10:37',Resuelto,,
170106-024340,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334188,,2079551,Pago telefónico,,,,'2021-04-28 13:20:00','2017-01-06 12:10:37','2017-01-06 12:10:37',Resuelto,,
170106-024341,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334189,,5907740,Endosos CAC,,,,'2021-04-28 13:20:00','2017-01-06 12:10:37','2017-01-06 12:10:37',Atendido,,
170106-024343,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,1334191,,715011,Ampliación de Cobertura con inspección,,,,'2021-04-28 13:20:00','2017-01-06 12:10:38','2017-01-06 12:10:38',Resuelto,,
170106-024348,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334196,,3607974,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 12:10:38','2017-01-06 12:10:38',Resuelto,,
170106-024349,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334197,,716351,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 12:10:38','2017-01-06 12:10:38',Resuelto,,
170106-024350,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1334198,,1182040,Riesgos Varios Casa Central,,,,'2021-04-28 13:20:00','2017-01-06 12:10:38','2017-01-06 12:10:38',Resuelto,,
170106-024351,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334199,,1214644,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 12:10:39','2017-01-06 12:10:39',Resuelto,,
170106-024352,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1334200,,6691257,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-06 12:10:39','2017-01-06 12:10:39',Resuelto,,
