Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
170120-017236,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424186,,6242944,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:03','2017-01-20 09:40:03',Resuelto,,
170120-017237,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424187,,5024415,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:40:03','2017-01-20 09:40:03',Resuelto,,
170120-017238,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424188,,3948604,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:03','2017-01-20 09:40:03',Resuelto,,
170120-017240,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424190,,5160321,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:04','2017-01-20 09:40:04',Resuelto,,
170120-017241,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424191,,3583960,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:40:04','2017-01-20 09:40:04',Resuelto,,
170120-017243,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424193,,4997635,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:05','2017-01-20 09:40:05',Resuelto,,
170120-017244,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424194,,2544574,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:05','2017-01-20 09:40:05',Resuelto,,
170120-017245,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424195,,5010491,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:40:05','2017-01-20 09:40:05',Resuelto,,
170120-017246,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424196,,5201750,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:05','2017-01-20 09:40:05',Resuelto,,
170120-017247,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424197,,3250992,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:05','2017-01-20 09:40:05',Resuelto,,
170120-017249,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424199,,4263036,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:05','2017-01-20 09:40:05',Resuelto,,
170120-017250,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424200,,5311368,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017251,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424201,,2241129,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017252,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424202,,5171167,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017253,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424203,,2249764,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017254,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424204,,7213719,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017255,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424205,,5051473,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017256,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424206,,6154343,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017257,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424207,,4104447,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017258,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424208,,4624735,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017259,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424209,,2031003,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:06','2017-01-20 09:40:06',Resuelto,,
170120-017260,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424210,,4379421,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017261,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424211,,5160321,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017262,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424212,,2321573,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017263,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424213,,3656816,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017264,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424214,,1925425,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017265,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424215,,2239136,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017266,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424216,,2542529,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017267,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424217,,1043884,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017268,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424218,,2549350,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017269,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424219,,2365187,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:07','2017-01-20 09:40:07',Resuelto,,
170120-017270,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424221,,3426741,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:09','2017-01-20 09:40:09',Resuelto,,
170120-017271,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1424222,,2249720,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:40:10','2017-01-20 09:40:10',Resuelto,,
170120-017272,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424223,,5180280,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:10','2017-01-20 09:40:10',Resuelto,,
170120-017273,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424224,,610478,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:10','2017-01-20 09:40:10',Resuelto,,
170120-017274,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Especialistas,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424225,,4068564,No califica,,,,'2021-04-28 13:20:00','2017-01-20 09:40:11','2017-01-20 09:40:11',Resuelto,,
170120-017278,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424229,,4990584,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:11','2017-01-20 09:40:11',Resuelto,,
170120-017279,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1424230,,2970980,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:40:11','2017-01-20 09:40:11',Resuelto,,
