Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161021-214162,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264187,,4056149,Contestador,,,,'2021-04-28 13:20:00','2016-10-21 20:16:26','2016-10-21 20:16:26',Atendido,,
161021-214165,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264190,,3416609,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:27','2016-10-21 20:16:27',Resuelto,,
161021-214167,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264192,,1329763,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:27','2016-10-21 20:16:27',Resuelto,,
161021-214168,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264193,,2969532,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:27','2016-10-21 20:16:27',Resuelto,,
161021-214169,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264194,,3414852,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:27','2016-10-21 20:16:27',Resuelto,,
161021-214170,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264195,,3414757,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:27','2016-10-21 20:16:27',Resuelto,,
161021-214171,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264196,,2645205,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:27','2016-10-21 20:16:27',Resuelto,,
161021-214172,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264197,,3478035,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:28','2016-10-21 20:16:28',Resuelto,,
161021-214173,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264198,,3472282,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:28','2016-10-21 20:16:28',Resuelto,,
161021-214174,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264199,,7628296,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:28','2016-10-21 20:16:28',Resuelto,,
161021-214176,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264201,,1037527,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:29','2016-10-21 20:16:29',Resuelto,,
161021-214177,,Incidente importado desde SAC,,Drive in San Isidro,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUT1 - AUTOMOTORES,264202,,6819103,Daños materiales drive in San Isidro,,,,'2021-04-28 13:20:00','2016-10-21 20:16:29','2016-10-21 20:16:29',Resuelto,,
161021-214178,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264203,,230757,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:29','2016-10-21 20:16:29',Resuelto,,
161021-214180,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264205,,4786258,Mensaje,,,,'2021-04-28 13:20:00','2016-10-21 20:16:29','2016-10-21 20:16:29',Atendido,,
161021-214181,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264206,,1288672,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:30','2016-10-21 20:16:30',Resuelto,,
161021-214183,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264208,,2945950,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:31','2016-10-21 20:16:31',Resuelto,,
161021-214184,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264209,,6996510,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:31','2016-10-21 20:16:31',Resuelto,,
161021-214186,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264211,,4087771,No contesta,,,,'2021-04-28 13:20:00','2016-10-21 20:16:32','2016-10-21 20:16:32',Atendido,,
161021-214187,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264212,,3334022,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:32','2016-10-21 20:16:32',Resuelto,,
161021-214189,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264214,,3464651,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:32','2016-10-21 20:16:32',Resuelto,,
161021-214190,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264215,,6218783,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:32','2016-10-21 20:16:32',Resuelto,,
161021-214191,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264216,,303807,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:33','2016-10-21 20:16:33',Resuelto,,
161021-214193,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264218,,1349974,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:33','2016-10-21 20:16:33',Resuelto,,
161021-214194,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264219,,615130,No contesta,,,,'2021-04-28 13:20:00','2016-10-21 20:16:33','2016-10-21 20:16:33',Atendido,,
161021-214196,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264221,,3939958,Excepción comercial CAC,,,,'2021-04-28 13:20:00','2016-10-21 20:16:33','2016-10-21 20:16:33',Resuelto,,
161021-214199,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,264224,,4396674,Endosos CAC,,,,'2021-04-28 13:20:00','2016-10-21 20:16:34','2016-10-21 20:16:34',Atendido,,
161021-214200,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264225,,324329,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:34','2016-10-21 20:16:34',Resuelto,,
161021-214201,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUD1 - AUTOMOTORES DIRECTOS,264226,,1336629,No califica,,,,'2021-04-28 13:20:00','2016-10-21 20:16:34','2016-10-21 20:16:34',Resuelto,,
161021-214203,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264228,,7003861,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:34','2016-10-21 20:16:34',Resuelto,,
161021-214204,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264229,,3279016,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:34','2016-10-21 20:16:34',Resuelto,,
161021-214205,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264230,,5026230,Riesgos Varios Casa Central,,,,'2021-04-28 13:20:00','2016-10-21 20:16:34','2016-10-21 20:16:34',Resuelto,,
161021-214206,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264231,,774641,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:35','2016-10-21 20:16:35',Resuelto,,
161021-214209,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264234,,6180888,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:35','2016-10-21 20:16:35',Resuelto,,
161021-214211,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264236,,1227657,Mensaje,,,,'2021-04-28 13:20:00','2016-10-21 20:16:35','2016-10-21 20:16:35',Atendido,,
161021-214214,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264239,,1322999,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:36','2016-10-21 20:16:36',Resuelto,,
161021-214215,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264240,,7556593,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:36','2016-10-21 20:16:36',Resuelto,,
161021-214216,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264241,,7768084,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:36','2016-10-21 20:16:36',Resuelto,,
161021-214217,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264242,,5323975,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:36','2016-10-21 20:16:36',Resuelto,,
161021-214219,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264244,,323230,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:36','2016-10-21 20:16:36',Resuelto,,
161021-214220,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264245,,3545768,Mensaje,,,,'2021-04-28 13:20:00','2016-10-21 20:16:36','2016-10-21 20:16:36',Atendido,,
161021-214221,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264246,,7400222,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:37','2016-10-21 20:16:37',Resuelto,,
161021-214222,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264247,,2997630,No contesta,,,,'2021-04-28 13:20:00','2016-10-21 20:16:37','2016-10-21 20:16:37',Atendido,,
161021-214223,,Incidente importado desde SAC,,Cac,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,264248,,3433939,Endosos CAC,,,,'2021-04-28 13:20:00','2016-10-21 20:16:37','2016-10-21 20:16:37',Resuelto,,
161021-214224,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264249,,1426905,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:37','2016-10-21 20:16:37',Resuelto,,
161021-214225,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264250,,4881731,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:37','2016-10-21 20:16:37',Resuelto,,
161021-214226,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264251,,5240868,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:38','2016-10-21 20:16:38',Resuelto,,
161021-214227,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264252,,5336700,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:38','2016-10-21 20:16:38',Resuelto,,
161021-214229,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264254,,4402944,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:38','2016-10-21 20:16:38',Resuelto,,
161021-214230,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264255,,4439901,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:39','2016-10-21 20:16:39',Resuelto,,
161021-214231,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264256,,3530780,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:39','2016-10-21 20:16:39',Resuelto,,
161021-214233,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,264258,,5592778,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 20:16:39','2016-10-21 20:16:39',Resuelto,,
161021-214234,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264259,,3433431,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:39','2016-10-21 20:16:39',Resuelto,,
161021-214236,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264261,,5335099,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:40','2016-10-21 20:16:40',Resuelto,,
161021-214238,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264263,,1427926,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:40','2016-10-21 20:16:40',Resuelto,,
161021-214239,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264264,,4078730,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:40','2016-10-21 20:16:40',Resuelto,,
161021-214240,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264265,,332775,Contestador,,,,'2021-04-28 13:20:00','2016-10-21 20:16:40','2016-10-21 20:16:40',Atendido,,
161021-214241,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264266,,4603437,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:41','2016-10-21 20:16:41',Resuelto,,
161021-214242,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264267,,4260509,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:41','2016-10-21 20:16:41',Resuelto,,
161021-214244,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,264269,,7693323,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 20:16:41','2016-10-21 20:16:41',Resuelto,,
