Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161021-104123,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,154185,,5631340,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 15:06:00','2016-10-21 15:06:00',Resuelto,,
161021-104124,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154186,,1910884,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 15:06:01','2016-10-21 15:06:01',Resuelto,,
161021-104125,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154187,,560556,Modificación medio de pago,,,,'2021-04-28 13:20:00','2016-10-21 15:06:01','2016-10-21 15:06:01',Resuelto,,
161021-104127,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,154189,,1063461,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 15:06:02','2016-10-21 15:06:02',Resuelto,,
161021-104128,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154190,,5179466,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 15:06:02','2016-10-21 15:06:02',Resuelto,,
161021-104129,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta Documento,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154191,,7494802,No califica,,,,'2021-04-28 13:20:00','2016-10-21 15:06:02','2016-10-21 15:06:02',Resuelto,,
161021-104130,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154192,,6252549,Pago telefónico,,,,'2021-04-28 13:20:00','2016-10-21 15:06:02','2016-10-21 15:06:02',Resuelto,,
161021-104132,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,154194,,4891436,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 15:06:02','2016-10-21 15:06:02',Resuelto,,
161021-104135,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154196,,3844387,Mensaje,,,,'2021-04-28 13:20:00','2016-10-21 15:06:03','2016-10-21 15:06:03',Atendido,,
161021-104138,,Incidente importado desde SAC,,Cleas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154199,,807791,Daños materiales Cleas,,,,'2021-04-28 13:20:00','2016-10-21 15:06:04','2016-10-21 15:06:04',Resuelto,,
161021-104140,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154201,,1227432,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 15:06:04','2016-10-21 15:06:04',Resuelto,,
161021-104141,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,154202,,5533881,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-10-21 15:06:04','2016-10-21 15:06:04',Resuelto,,
161021-104143,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,154204,,7512149,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-10-21 15:06:04','2016-10-21 15:06:04',Resuelto,,
161021-104144,,Incidente importado desde SAC,,Pago Telefonico,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,154205,,6673560,Pago telefónico,,,,'2021-04-28 13:20:00','2016-10-21 15:06:04','2016-10-21 15:06:04',Resuelto,,
