Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
170120-007221,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414185,,5547113,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:25','2017-01-20 09:15:25',Resuelto,,
170120-007222,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414186,,6714073,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:15:26','2017-01-20 09:15:26',Resuelto,,
170120-007223,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414187,,4751878,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:26','2017-01-20 09:15:26',Resuelto,,
170120-007224,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1414188,,6685930,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:15:26','2017-01-20 09:15:26',Resuelto,,
170120-007225,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414189,,4453245,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:15:26','2017-01-20 09:15:26',Resuelto,,
170120-007226,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414190,,1025784,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:26','2017-01-20 09:15:26',Resuelto,,
170120-007228,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414192,,284549,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:26','2017-01-20 09:15:26',Resuelto,,
170120-007229,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414193,,6606319,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007231,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1414195,,6738556,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007232,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1414196,,5414160,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007233,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414197,,1072937,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007234,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414198,,6122036,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007235,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414199,,1069267,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007237,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414200,,5912294,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:27','2017-01-20 09:15:27',Resuelto,,
170120-007238,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414201,,6601422,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:28','2017-01-20 09:15:28',Resuelto,,
170120-007239,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,1414202,,1771836,Baja de póliza,,,,'2021-04-28 13:20:00','2017-01-20 09:15:28','2017-01-20 09:15:28',Resuelto,,
170120-007240,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414203,,6448717,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:28','2017-01-20 09:15:28',Resuelto,,
170120-007241,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,1414204,,5954171,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2017-01-20 09:15:28','2017-01-20 09:15:28',Resuelto,,
