Nº de referencia,Actualizado por,Asunto,Buzón de correo,Cola,Creado por cuenta,Modo de Contacto,UsuarioIntra,Tipo de Incidente,Tipo de estado,Tipo Cobro,Siniestro,Poliza,NroCuenta,ID de producto,ID de incidente,ID de disposición,ID de contacto,ID de categoría,Grupo,FechaEfecto,Fecha de última respuesta,Fecha de última actualización,Fecha de creación,Fecha de cierre,Estado,Cuenta asignada,ID de organización
161214-039515,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984188,,1412228,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:52','2016-12-14 16:44:52',Resuelto,,
161214-039517,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,984190,,6721734,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-14 16:44:52','2016-12-14 16:44:52',Resuelto,,
161214-039518,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984191,,3773525,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:52','2016-12-14 16:44:52',Resuelto,,
161214-039522,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,984195,,6863674,Modificación medio de pago,,,,'2021-04-28 13:20:00','2016-12-14 16:44:54','2016-12-14 16:44:54',Resuelto,,
161214-039524,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,984197,,7879395,No califica,,,,'2021-04-28 13:20:00','2016-12-14 16:44:54','2016-12-14 16:44:54',Resuelto,,
161214-039526,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984199,,652277,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:54','2016-12-14 16:44:54',Resuelto,,
161214-039527,,Incidente importado desde SAC,,Gerencia Clientes,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,984200,,1302684,No califica,,,,'2021-04-28 13:20:00','2016-12-14 16:44:54','2016-12-14 16:44:54',Resuelto,,
161214-039528,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984201,,6946843,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:54','2016-12-14 16:44:54',Resuelto,,
161214-039529,,Incidente importado desde SAC,,Lesiones,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984202,,7167876,Tercero lesionado,,,,'2021-04-28 13:20:00','2016-12-14 16:44:54','2016-12-14 16:44:54',Resuelto,,
161214-039533,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984206,,308762,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:55','2016-12-14 16:44:55',Resuelto,,
161214-039535,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,APR1 - AUTOMOTORES,984208,,7873105,Rechazos/ Reducción de cobertura,,,,'2021-04-28 13:20:00','2016-12-14 16:44:55','2016-12-14 16:44:55',No Procedente,,
161214-039537,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984210,,853657,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:55','2016-12-14 16:44:55',Resuelto,,
161214-039539,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984212,,7880232,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:56','2016-12-14 16:44:56',Resuelto,,
161214-039540,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984213,,7584781,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:57','2016-12-14 16:44:57',Resuelto,,
161214-039541,,Incidente importado desde SAC,,Telecobranzas,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984214,,3275187,Mensaje,,,,'2021-04-28 13:20:00','2016-12-14 16:44:57','2016-12-14 16:44:57',Atendido,,
161214-039543,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984216,,4101821,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:57','2016-12-14 16:44:57',Resuelto,,
161214-039544,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Carta,,,Solucionado,,,,,APR1 - AUTOMOTORES,984217,,4527820,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 16:44:57','2016-12-14 16:44:57',Resuelto,,
161214-039546,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984219,,3820701,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:58','2016-12-14 16:44:58',Resuelto,,
161214-039548,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984221,,1738680,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:44:58','2016-12-14 16:44:58',Resuelto,,
161214-039552,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984225,,6749679,Baja de póliza,,,,'2021-04-28 13:20:00','2016-12-14 16:45:01','2016-12-14 16:45:01',Resuelto,,
161214-039553,,Incidente importado desde SAC,,Robo / Destruccion Total,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984226,,2730222,Destrucción Total,,,,'2021-04-28 13:20:00','2016-12-14 16:45:01','2016-12-14 16:45:01',Resuelto,,
161214-039555,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,984228,,2170309,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-14 16:45:02','2016-12-14 16:45:02',Resuelto,,
161214-039557,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984230,,1797741,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:45:02','2016-12-14 16:45:02',Resuelto,,
161214-039559,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984232,,4095412,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',Resuelto,,
161214-039561,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Canal productor,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984234,,4430984,Corrección de propuesta,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',Resuelto,,
161214-039562,,Incidente importado desde SAC,,Inspecciones Autos,Usuario Importador,Canal productor,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984235,,597845,Corrección de propuesta,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',No Procedente,,
161214-039563,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984236,,7653177,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',Resuelto,,
161214-039564,,Incidente importado desde SAC,,Daños Materiales Autos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984237,,7632569,Denuncia daños materiales,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',Resuelto,,
161214-039567,,Incidente importado desde SAC,,Riesgos Varios Casa Central,Usuario Importador,Telemarketing,,,Solucionado,,,,,HOM1 - SEGURO DEL HOGAR,984240,,1319360,Denuncia Riesgos Varios,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',Resuelto,,
161214-039568,,Incidente importado desde SAC,,Emisión Masivos,Usuario Importador,Telemarketing,,,Solucionado,,,,,AUS1 - AUTOMOTORES,984241,,1735471,Bonificación,,,,'2021-04-28 13:20:00','2016-12-14 16:45:03','2016-12-14 16:45:03',Resuelto,,
